ord,request,window,request_in_window,kind,campaign_id,bid_value
2713,904,978,0,bid,2,11
2714,904,978,0,win,2,10
2715,905,979,0,bid,1,10
2716,905,979,0,bid,2,11
2717,905,979,0,win,2,10
2718,906,980,0,bid,1,10
2719,906,980,0,bid,2,11
2720,906,980,0,win,2,10
2721,907,981,0,bid,1,10
2722,907,981,0,bid,2,11
2723,907,981,0,win,2,10
2724,908,982,0,bid,1,10
2725,908,982,0,bid,2,11
2726,908,982,0,win,2,10
2727,909,983,0,bid,1,10
2728,909,983,0,bid,2,11
2729,909,983,0,win,2,10
2730,910,984,0,bid,1,10
2731,910,984,0,bid,2,11
2732,910,984,0,win,2,10
2733,911,985,0,bid,1,10
2734,911,985,0,bid,2,11
2735,911,985,0,win,2,10
2736,912,986,0,bid,1,10
2737,912,986,0,bid,2,11
2738,912,986,0,win,2,10
2739,913,987,0,bid,1,10
2740,913,987,0,bid,2,11
2741,913,987,0,win,2,10
2742,914,988,0,bid,1,10
2743,914,988,0,bid,2,11
2744,914,988,0,win,2,10
2745,915,989,0,bid,1,10
2746,915,989,0,bid,2,11
2747,915,989,0,win,2,10
2748,916,990,0,bid,1,10
2749,916,990,0,bid,2,11
2750,916,990,0,win,2,10
2751,917,991,0,bid,1,10
2752,917,991,0,bid,2,11
2753,917,991,0,win,2,10
2754,918,992,0,bid,1,10
2755,918,992,0,bid,2,11
2756,918,992,0,win,2,10
2757,919,993,0,bid,1,10
2758,919,993,0,bid,2,11
2759,919,993,0,win,2,10
2760,920,994,0,bid,1,10
2761,920,994,0,bid,2,11
2762,920,994,0,win,2,10
2763,921,995,0,bid,1,10
2764,921,995,0,bid,2,11
2765,921,995,0,win,2,10
2766,922,996,0,bid,1,10
2767,922,996,0,bid,2,11
2768,922,996,0,win,2,10
2769,923,997,0,bid,1,10
2770,923,997,0,bid,2,11
2771,923,997,0,win,2,10
2772,924,997,1,bid,1,10
2773,924,997,1,bid,2,11
2774,924,997,1,win,2,10
2775,925,998,0,bid,1,10
2776,925,998,0,bid,2,11
2777,925,998,0,win,2,10
2778,926,998,1,bid,1,10
2779,926,998,1,bid,2,11
2780,926,998,1,win,2,10
2781,927,999,0,bid,1,10
2782,927,999,0,bid,2,11
2783,927,999,0,win,2,10
2784,928,999,1,bid,1,10
2785,928,999,1,bid,2,11
2786,928,999,1,win,2,10
2787,929,1000,0,bid,1,10
2788,929,1000,0,bid,2,11
2789,929,1000,0,win,2,10
2790,930,1000,1,bid,1,10
2791,930,1000,1,bid,2,11
2792,930,1000,1,win,2,10
2793,931,1001,0,bid,1,10
2794,931,1001,0,bid,2,11
2795,931,1001,0,win,2,10
2796,932,1001,1,bid,1,10
2797,932,1001,1,bid,2,11
2798,932,1001,1,win,2,10
2799,933,1002,0,bid,1,10
2800,933,1002,0,bid,2,11
2801,933,1002,0,win,2,10
2802,934,1002,1,bid,1,10
2803,934,1002,1,bid,2,11
2804,934,1002,1,win,2,10
2805,935,1003,0,bid,1,10
2806,935,1003,0,bid,2,11
2807,935,1003,0,win,2,10
2808,936,1003,1,bid,1,10
2809,936,1003,1,bid,2,11
2810,936,1003,1,win,2,10
2811,937,1004,0,bid,1,10
2812,937,1004,0,bid,2,11
2813,937,1004,0,win,2,10
2814,938,1004,1,bid,1,10
2815,938,1004,1,bid,2,11
2816,938,1004,1,win,2,10
2817,939,1005,0,bid,1,10
2818,939,1005,0,bid,2,11
2819,939,1005,0,win,2,10
2820,940,1005,1,bid,1,10
2821,940,1005,1,bid,2,11
2822,940,1005,1,win,2,10
2823,941,1006,0,bid,1,10
2824,941,1006,0,bid,2,11
2825,941,1006,0,win,2,10
2826,942,1006,1,bid,1,10
2827,942,1006,1,bid,2,11
2828,942,1006,1,win,2,10
2829,943,1007,0,bid,1,10
2830,943,1007,0,bid,2,11
2831,943,1007,0,win,2,10
2832,944,1007,1,bid,1,10
2833,944,1007,1,bid,2,11
2834,944,1007,1,win,2,10
2835,945,1008,0,bid,1,10
2836,945,1008,0,bid,2,11
2837,945,1008,0,win,2,10
2838,946,1008,1,bid,1,10
2839,946,1008,1,bid,2,11
2840,946,1008,1,win,2,10
2841,947,1009,0,bid,1,10
2842,947,1009,0,bid,2,11
2843,947,1009,0,win,2,10
2844,948,1009,1,bid,1,10
2845,948,1009,1,bid,2,11
2846,948,1009,1,win,2,10
2847,949,1010,0,bid,1,10
2848,949,1010,0,bid,2,11
2849,949,1010,0,win,2,10
2850,950,1010,1,bid,1,10
2851,950,1010,1,bid,2,11
2852,950,1010,1,win,2,10
2853,951,1011,0,bid,1,10
2854,951,1011,0,bid,2,11
2855,951,1011,0,win,2,10
2856,952,1011,1,bid,1,10
2857,952,1011,1,bid,2,11
2858,952,1011,1,win,2,10
2859,953,1012,0,bid,1,10
2860,953,1012,0,bid,2,11
2861,953,1012,0,win,2,10
2862,954,1012,1,bid,1,10
2863,954,1012,1,bid,2,11
2864,954,1012,1,win,2,10
2865,955,1013,0,bid,1,10
2866,955,1013,0,bid,2,11
2867,955,1013,0,win,2,10
2868,956,1013,1,bid,1,10
2869,956,1013,1,bid,2,11
2870,956,1013,1,win,2,10
2871,957,1014,0,bid,1,10
2872,957,1014,0,bid,2,11
2873,957,1014,0,win,2,10
2874,958,1014,1,bid,1,10
2875,958,1014,1,bid,2,11
2876,958,1014,1,win,2,10
2877,959,1015,0,bid,1,10
2878,959,1015,0,bid,2,11
2879,959,1015,0,win,2,10
2880,960,1015,1,bid,1,10
2881,960,1015,1,bid,2,11
2882,960,1015,1,win,2,10
2883,961,1016,0,bid,1,10
2884,961,1016,0,bid,2,11
2885,961,1016,0,win,2,10
2886,962,1016,1,bid,1,10
2887,962,1016,1,bid,2,11
2888,962,1016,1,win,2,10
2889,963,1017,0,bid,1,10
2890,963,1017,0,bid,2,11
2891,963,1017,0,win,2,10
2892,964,1017,1,bid,1,10
2893,964,1017,1,bid,2,11
2894,964,1017,1,win,2,10
2895,965,1018,0,bid,1,10
2896,965,1018,0,bid,2,11
2897,965,1018,0,win,2,10
2898,966,1018,1,bid,1,10
2899,966,1018,1,bid,2,11
2900,966,1018,1,win,2,10
2901,967,1019,0,bid,1,10
2902,967,1019,0,bid,2,11
2903,967,1019,0,win,2,10
2904,968,1019,1,bid,1,10
2905,968,1019,1,bid,2,11
2906,968,1019,1,win,2,10
2907,969,1020,0,bid,1,10
2908,969,1020,0,bid,2,11
2909,969,1020,0,win,2,10
2910,970,1020,1,bid,1,10
2911,970,1020,1,bid,2,11
2912,970,1020,1,win,2,10
2913,971,1021,0,bid,1,10
2914,971,1021,0,bid,2,11
2915,971,1021,0,win,2,10
2916,972,1021,1,bid,1,10
2917,972,1021,1,bid,2,11
2918,972,1021,1,win,2,10
2919,973,1022,0,bid,1,10
2920,973,1022,0,bid,2,11
2921,973,1022,0,win,2,10
2922,974,1022,1,bid,1,10
2923,974,1022,1,bid,2,11
2924,974,1022,1,win,2,10
2925,975,1023,0,bid,1,10
2926,975,1023,0,bid,2,11
2927,975,1023,0,win,2,10
2928,976,1023,1,bid,1,10
2929,976,1023,1,bid,2,11
2930,976,1023,1,win,2,10
2931,977,1024,0,bid,1,10
2932,977,1024,0,bid,2,11
2933,977,1024,0,win,2,10
2934,978,1024,1,bid,1,10
2935,978,1024,1,bid,2,11
2936,978,1024,1,win,2,10
2937,979,1025,0,bid,1,10
2938,979,1025,0,bid,2,11
2939,979,1025,0,win,2,10
2940,980,1025,1,bid,1,10
2941,980,1025,1,bid,2,11
2942,980,1025,1,win,2,10
2943,981,1026,0,bid,1,10
2944,981,1026,0,bid,2,11
2945,981,1026,0,win,2,10
2946,982,1026,1,bid,1,10
2947,982,1026,1,bid,2,11
2948,982,1026,1,win,2,10
2949,983,1027,0,bid,1,10
2950,983,1027,0,bid,2,11
2951,983,1027,0,win,2,10
2952,984,1027,1,bid,1,10
2953,984,1027,1,bid,2,11
2954,984,1027,1,win,2,10
2955,985,1028,0,bid,1,10
2956,985,1028,0,bid,2,11
2957,985,1028,0,win,2,10
2958,986,1028,1,bid,1,10
2959,986,1028,1,bid,2,11
2960,986,1028,1,win,2,10
2961,987,1029,0,bid,1,10
2962,987,1029,0,bid,2,11
2963,987,1029,0,win,2,10
2964,988,1029,1,bid,1,10
2965,988,1029,1,bid,2,11
2966,988,1029,1,win,2,10
2967,989,1030,0,bid,1,10
2968,989,1030,0,bid,2,11
2969,989,1030,0,win,2,10
2970,990,1030,1,bid,1,10
2971,990,1030,1,bid,2,11
2972,990,1030,1,win,2,10
2973,991,1031,0,bid,1,10
2974,991,1031,0,bid,2,11
2975,991,1031,0,win,2,10
2976,992,1031,1,bid,1,10
2977,992,1031,1,bid,2,11
2978,992,1031,1,win,2,10
2979,993,1032,0,bid,1,10
2980,993,1032,0,bid,2,11
2981,993,1032,0,win,2,10
2982,994,1032,1,bid,1,10
2983,994,1032,1,bid,2,11
2984,994,1032,1,win,2,10
2985,995,1033,0,bid,1,10
2986,995,1033,0,bid,2,11
2987,995,1033,0,win,2,10
2988,996,1033,1,bid,1,10
2989,996,1033,1,bid,2,11
2990,996,1033,1,win,2,10
2991,997,1034,0,bid,1,10
2992,997,1034,0,bid,2,11
2993,997,1034,0,win,2,10
2994,998,1034,1,bid,1,10
2995,998,1034,1,bid,2,11
2996,998,1034,1,win,2,10
2997,999,1035,0,bid,1,10
2998,999,1035,0,bid,2,11
2999,999,1035,0,win,2,10
3000,1000,1035,1,bid,1,10
3001,1000,1035,1,bid,2,11
3002,1000,1035,1,win,2,10
3003,1001,1036,0,bid,1,10
3004,1001,1036,0,bid,2,11
3005,1001,1036,0,win,2,10
3006,1002,1036,1,bid,1,10
3007,1002,1036,1,bid,2,11
3008,1002,1036,1,win,2,10
3009,1003,1037,0,bid,1,10
3010,1003,1037,0,bid,2,11
3011,1003,1037,0,win,2,10
3012,1004,1037,1,bid,1,10
3013,1004,1037,1,bid,2,11
3014,1004,1037,1,win,2,10
3015,1005,1038,0,bid,1,10
3016,1005,1038,0,bid,2,11
3017,1005,1038,0,win,2,10
3018,1006,1038,1,bid,1,10
3019,1006,1038,1,bid,2,11
3020,1006,1038,1,win,2,10
3021,1007,1039,0,bid,1,10
3022,1007,1039,0,bid,2,11
3023,1007,1039,0,win,2,10
3024,1008,1039,1,bid,1,10
3025,1008,1039,1,bid,2,11
3026,1008,1039,1,win,2,10
3027,1009,1040,0,bid,1,10
3028,1009,1040,0,bid,2,11
3029,1009,1040,0,win,2,10
3030,1010,1040,1,bid,1,10
3031,1010,1040,1,bid,2,11
3032,1010,1040,1,win,2,10
3033,1011,1041,0,bid,1,10
3034,1011,1041,0,bid,2,11
3035,1011,1041,0,win,2,10
3036,1012,1041,1,bid,1,10
3037,1012,1041,1,bid,2,11
3038,1012,1041,1,win,2,10
3039,1013,1042,0,bid,1,10
3040,1013,1042,0,bid,2,11
3041,1013,1042,0,win,2,10
3042,1014,1042,1,bid,1,10
3043,1014,1042,1,bid,2,11
3044,1014,1042,1,win,2,10
3045,1015,1043,0,bid,1,10
3046,1015,1043,0,bid,2,11
3047,1015,1043,0,win,2,10
3048,1016,1043,1,bid,1,10
3049,1016,1043,1,bid,2,11
3050,1016,1043,1,win,2,10
3051,1017,1044,0,bid,1,10
3052,1017,1044,0,bid,2,11
3053,1017,1044,0,win,2,10
3054,1018,1044,1,bid,1,10
3055,1018,1044,1,bid,2,11
3056,1018,1044,1,win,2,10
3057,1019,1045,0,bid,1,10
3058,1019,1045,0,bid,2,11
3059,1019,1045,0,win,2,10
3060,1020,1045,1,bid,1,10
3061,1020,1045,1,bid,2,11
3062,1020,1045,1,win,2,10
3063,1021,1046,0,bid,1,10
3064,1021,1046,0,bid,2,11
3065,1021,1046,0,win,2,10
3066,1022,1046,1,bid,1,10
3067,1022,1046,1,bid,2,11
3068,1022,1046,1,win,2,10
3069,1023,1047,0,bid,1,10
3070,1023,1047,0,bid,2,11
3071,1023,1047,0,win,2,10
3072,1024,1047,1,bid,1,10
3073,1024,1047,1,bid,2,11
3074,1024,1047,1,win,2,10
3075,1025,1048,0,bid,1,10
3076,1025,1048,0,bid,2,11
3077,1025,1048,0,win,2,10
3078,1026,1048,1,bid,1,10
3079,1026,1048,1,bid,2,11
3080,1026,1048,1,win,2,10
3081,1027,1049,0,bid,1,10
3082,1027,1049,0,bid,2,11
3083,1027,1049,0,win,2,10
3084,1028,1049,1,bid,1,10
3085,1028,1049,1,bid,2,11
3086,1028,1049,1,win,2,10
3087,1029,1050,0,bid,1,10
3088,1029,1050,0,bid,2,11
3089,1029,1050,0,win,2,10
3090,1030,1050,1,bid,1,10
3091,1030,1050,1,bid,2,11
3092,1030,1050,1,win,2,10
3093,1031,1051,0,bid,1,10
3094,1031,1051,0,bid,2,11
3095,1031,1051,0,win,2,10
3096,1032,1051,1,bid,1,10
3097,1032,1051,1,bid,2,11
3098,1032,1051,1,win,2,10
3099,1033,1052,0,bid,1,10
3100,1033,1052,0,bid,2,11
3101,1033,1052,0,win,2,10
3102,1034,1052,1,bid,1,10
3103,1034,1052,1,bid,2,11
3104,1034,1052,1,win,2,10
3105,1035,1053,0,bid,1,10
3106,1035,1053,0,bid,2,11
3107,1035,1053,0,win,2,10
3108,1036,1053,1,bid,1,10
3109,1036,1053,1,bid,2,11
3110,1036,1053,1,win,2,10
3111,1037,1054,0,bid,1,10
3112,1037,1054,0,bid,2,11
3113,1037,1054,0,win,2,10
3114,1038,1054,1,bid,1,10
3115,1038,1054,1,bid,2,11
3116,1038,1054,1,win,2,10
3117,1039,1055,0,bid,1,10
3118,1039,1055,0,bid,2,11
3119,1039,1055,0,win,2,10
3120,1040,1055,1,bid,1,10
3121,1040,1055,1,bid,2,11
3122,1040,1055,1,win,2,10
3123,1041,1056,0,bid,1,10
3124,1041,1056,0,bid,2,11
3125,1041,1056,0,win,2,10
3126,1042,1056,1,bid,1,10
3127,1042,1056,1,bid,2,11
3128,1042,1056,1,win,2,10
3129,1043,1057,0,bid,1,10
3130,1043,1057,0,bid,2,11
3131,1043,1057,0,win,2,10
3132,1044,1057,1,bid,1,10
3133,1044,1057,1,bid,2,11
3134,1044,1057,1,win,2,10
3135,1045,1058,0,bid,1,10
3136,1045,1058,0,bid,2,11
3137,1045,1058,0,win,2,10
3138,1046,1058,1,bid,1,10
3139,1046,1058,1,bid,2,11
3140,1046,1058,1,win,2,10
3141,1047,1059,0,bid,1,10
3142,1047,1059,0,bid,2,11
3143,1047,1059,0,win,2,10
3144,1048,1059,1,bid,1,10
3145,1048,1059,1,bid,2,11
3146,1048,1059,1,win,2,10
3147,1049,1060,0,bid,1,10
3148,1049,1060,0,bid,2,11
3149,1049,1060,0,win,2,10
3150,1050,1060,1,bid,1,10
3151,1050,1060,1,bid,2,11
3152,1050,1060,1,win,2,10
3153,1051,1061,0,bid,1,10
3154,1051,1061,0,bid,2,11
3155,1051,1061,0,win,2,10
3156,1052,1061,1,bid,1,10
3157,1052,1061,1,bid,2,11
3158,1052,1061,1,win,2,10
3159,1053,1062,0,bid,1,10
3160,1053,1062,0,bid,2,11
3161,1053,1062,0,win,2,10
3162,1054,1062,1,bid,1,10
3163,1054,1062,1,bid,2,11
3164,1054,1062,1,win,2,10
3165,1055,1063,0,bid,1,10
3166,1055,1063,0,bid,2,11
3167,1055,1063,0,win,2,10
3168,1056,1063,1,bid,1,10
3169,1056,1063,1,bid,2,11
3170,1056,1063,1,win,2,10
3171,1057,1064,0,bid,1,10
3172,1057,1064,0,bid,2,11
3173,1057,1064,0,win,2,10
3174,1058,1064,1,bid,1,10
3175,1058,1064,1,bid,2,11
3176,1058,1064,1,win,2,10
3177,1059,1065,0,bid,1,10
3178,1059,1065,0,bid,2,11
3179,1059,1065,0,win,2,10
3180,1060,1065,1,bid,1,10
3181,1060,1065,1,bid,2,11
3182,1060,1065,1,win,2,10
3183,1061,1066,0,bid,1,10
3184,1061,1066,0,bid,2,11
3185,1061,1066,0,win,2,10
3186,1062,1066,1,bid,1,10
3187,1062,1066,1,bid,2,11
3188,1062,1066,1,win,2,10
3189,1063,1067,0,bid,1,10
3190,1063,1067,0,bid,2,11
3191,1063,1067,0,win,2,10
3192,1064,1067,1,bid,1,10
3193,1064,1067,1,bid,2,11
3194,1064,1067,1,win,2,10
3195,1065,1068,0,bid,1,10
3196,1065,1068,0,bid,2,11
3197,1065,1068,0,win,2,10
3198,1066,1068,1,bid,1,10
3199,1066,1068,1,bid,2,11
3200,1066,1068,1,win,2,10
3201,1067,1069,0,bid,1,10
3202,1067,1069,0,bid,2,11
3203,1067,1069,0,win,2,10
3204,1068,1069,1,bid,1,10
3205,1068,1069,1,bid,2,11
3206,1068,1069,1,win,2,10
3207,1069,1070,0,bid,1,10
3208,1069,1070,0,bid,2,11
3209,1069,1070,0,win,2,10
3210,1070,1070,1,bid,1,10
3211,1070,1070,1,bid,2,11
3212,1070,1070,1,win,2,10
3213,1071,1071,0,bid,1,10
3214,1071,1071,0,bid,2,11
3215,1071,1071,0,win,2,10
3216,1072,1071,1,bid,1,10
3217,1072,1071,1,bid,2,11
3218,1072,1071,1,win,2,10
3219,1073,1072,0,bid,1,10
3220,1073,1072,0,bid,2,11
3221,1073,1072,0,win,2,10
3222,1074,1072,1,bid,1,10
3223,1074,1072,1,bid,2,11
3224,1074,1072,1,win,2,10
3225,1075,1073,0,bid,1,10
3226,1075,1073,0,bid,2,11
3227,1075,1073,0,win,2,10
3228,1076,1073,1,bid,1,10
3229,1076,1073,1,bid,2,11
3230,1076,1073,1,win,2,10
3231,1077,1074,0,bid,1,10
3232,1077,1074,0,bid,2,11
3233,1077,1074,0,win,2,10
3234,1078,1074,1,bid,1,10
3235,1078,1074,1,bid,2,11
3236,1078,1074,1,win,2,10
3237,1079,1075,0,bid,1,10
3238,1079,1075,0,bid,2,11
3239,1079,1075,0,win,2,10
3240,1080,1075,1,bid,1,10
3241,1080,1075,1,bid,2,11
3242,1080,1075,1,win,2,10
3243,1081,1076,0,bid,1,10
3244,1081,1076,0,bid,2,11
3245,1081,1076,0,win,2,10
3246,1082,1076,1,bid,1,10
3247,1082,1076,1,bid,2,11
3248,1082,1076,1,win,2,10
3249,1083,1077,0,bid,1,10
3250,1083,1077,0,bid,2,11
3251,1083,1077,0,win,2,10
3252,1084,1077,1,bid,1,10
3253,1084,1077,1,bid,2,11
3254,1084,1077,1,win,2,10
3255,1085,1078,0,bid,1,10
3256,1085,1078,0,bid,2,11
3257,1085,1078,0,win,2,10
3258,1086,1078,1,bid,1,10
3259,1086,1078,1,bid,2,11
3260,1086,1078,1,win,2,10
3261,1087,1079,0,bid,1,10
3262,1087,1079,0,bid,2,11
3263,1087,1079,0,win,2,10
3264,1088,1079,1,bid,1,10
3265,1088,1079,1,bid,2,11
3266,1088,1079,1,win,2,10
3267,1089,1080,0,bid,1,10
3268,1089,1080,0,bid,2,11
3269,1089,1080,0,win,2,10
3270,1090,1080,1,bid,1,10
3271,1090,1080,1,bid,2,11
3272,1090,1080,1,win,2,10
3273,1091,1081,0,bid,1,10
3274,1091,1081,0,bid,2,11
3275,1091,1081,0,win,2,10
3276,1092,1081,1,bid,1,10
3277,1092,1081,1,bid,2,11
3278,1092,1081,1,win,2,10
3279,1093,1082,0,bid,1,10
3280,1093,1082,0,bid,2,11
3281,1093,1082,0,win,2,10
3282,1094,1082,1,bid,1,10
3283,1094,1082,1,bid,2,11
3284,1094,1082,1,win,2,10
3285,1095,1082,2,bid,1,10
3286,1095,1082,2,bid,2,11
3287,1095,1082,2,win,2,10
3288,1096,1083,0,bid,1,10
3289,1096,1083,0,bid,2,11
3290,1096,1083,0,win,2,10
3291,1097,1083,1,bid,1,10
3292,1097,1083,1,bid,2,11
3293,1097,1083,1,win,2,10
3294,1098,1083,2,bid,1,10
3295,1098,1083,2,bid,2,11
3296,1098,1083,2,win,2,10
3297,1099,1084,0,bid,1,10
3298,1099,1084,0,no bid,2,0
3299,1099,1084,0,win,1,10
3300,1100,1084,1,bid,1,10
3301,1100,1084,1,no bid,2,0
3302,1100,1084,1,win,1,10
3303,1101,1084,2,bid,1,10
3304,1101,1084,2,no bid,2,0
3305,1101,1084,2,win,1,10
3306,1102,1085,0,bid,1,10
3307,1102,1085,0,no bid,2,0
3308,1102,1085,0,win,1,10
3309,1103,1085,1,bid,1,10
3310,1103,1085,1,no bid,2,0
3311,1103,1085,1,win,1,10
3312,1104,1085,2,bid,1,10
3313,1104,1085,2,no bid,2,0
3314,1104,1085,2,win,1,10
3315,1105,1086,0,bid,1,10
3316,1105,1086,0,no bid,2,0
3317,1105,1086,0,win,1,10
3318,1106,1086,1,bid,1,10
3319,1106,1086,1,no bid,2,0
3320,1106,1086,1,win,1,10
3321,1107,1086,2,bid,1,10
3322,1107,1086,2,no bid,2,0
3323,1107,1086,2,win,1,10
3324,1108,1087,0,bid,1,10
3325,1108,1087,0,no bid,2,0
3326,1108,1087,0,win,1,10
3327,1109,1087,1,bid,1,10
3328,1109,1087,1,no bid,2,0
3329,1109,1087,1,win,1,10
3330,1110,1087,2,bid,1,10
3331,1110,1087,2,no bid,2,0
3332,1110,1087,2,win,1,10
3333,1111,1088,0,bid,1,10
3334,1111,1088,0,no bid,2,0
3335,1111,1088,0,win,1,10
3336,1112,1088,1,bid,1,10
3337,1112,1088,1,no bid,2,0
3338,1112,1088,1,win,1,10
3339,1113,1088,2,bid,1,10
3340,1113,1088,2,no bid,2,0
3341,1113,1088,2,win,1,10
3342,1114,1089,0,bid,1,10
3343,1114,1089,0,no bid,2,0
3344,1114,1089,0,win,1,10
3345,1115,1089,1,bid,1,10
3346,1115,1089,1,no bid,2,0
3347,1115,1089,1,win,1,10
3348,1116,1089,2,bid,1,10
3349,1116,1089,2,no bid,2,0
3350,1116,1089,2,win,1,10
3351,1117,1090,0,bid,1,10
3352,1117,1090,0,no bid,2,0
3353,1117,1090,0,win,1,10
3354,1118,1090,1,bid,1,10
3355,1118,1090,1,no bid,2,0
3356,1118,1090,1,win,1,10
3357,1119,1090,2,bid,1,10
3358,1119,1090,2,no bid,2,0
3359,1119,1090,2,win,1,10
3360,1120,1091,0,bid,1,10
3361,1120,1091,0,no bid,2,0
3362,1120,1091,0,win,1,10
3363,1121,1091,1,bid,1,10
3364,1121,1091,1,no bid,2,0
3365,1121,1091,1,win,1,10
3366,1122,1091,2,bid,1,10
3367,1122,1091,2,no bid,2,0
3368,1122,1091,2,win,1,10
3369,1123,1092,0,bid,1,10
3370,1123,1092,0,no bid,2,0
3371,1123,1092,0,win,1,10
3372,1124,1092,1,bid,1,10
3373,1124,1092,1,no bid,2,0
3374,1124,1092,1,win,1,10
3375,1125,1092,2,bid,1,10
3376,1125,1092,2,no bid,2,0
3377,1125,1092,2,win,1,10
3378,1126,1093,0,bid,1,10
3379,1126,1093,0,no bid,2,0
3380,1126,1093,0,win,1,10
3381,1127,1093,1,bid,1,10
3382,1127,1093,1,no bid,2,0
3383,1127,1093,1,win,1,10
3384,1128,1093,2,bid,1,10
3385,1128,1093,2,no bid,2,0
3386,1128,1093,2,win,1,10
3387,1129,1094,0,bid,1,10
3388,1129,1094,0,no bid,2,0
3389,1129,1094,0,win,1,10
3390,1130,1094,1,bid,1,10
3391,1130,1094,1,no bid,2,0
3392,1130,1094,1,win,1,10
3393,1131,1094,2,bid,1,10
3394,1131,1094,2,no bid,2,0
3395,1131,1094,2,win,1,10
3396,1132,1095,0,bid,1,10
3397,1132,1095,0,no bid,2,0
3398,1132,1095,0,win,1,10
3399,1133,1095,1,bid,1,10
3400,1133,1095,1,no bid,2,0
3401,1133,1095,1,win,1,10
3402,1134,1095,2,bid,1,10
3403,1134,1095,2,no bid,2,0
3404,1134,1095,2,win,1,10
3405,1135,1096,0,bid,1,10
3406,1135,1096,0,no bid,2,0
3407,1135,1096,0,win,1,10
3408,1136,1096,1,bid,1,10
3409,1136,1096,1,no bid,2,0
3410,1136,1096,1,win,1,10
3411,1137,1096,2,bid,1,10
3412,1137,1096,2,no bid,2,0
3413,1137,1096,2,win,1,10
3414,1138,1097,0,bid,1,10
3415,1138,1097,0,no bid,2,0
3416,1138,1097,0,win,1,10
3417,1139,1097,1,bid,1,10
3418,1139,1097,1,no bid,2,0
3419,1139,1097,1,win,1,10
3420,1140,1097,2,bid,1,10
3421,1140,1097,2,no bid,2,0
3422,1140,1097,2,win,1,10
3423,1141,1098,0,bid,1,10
3424,1141,1098,0,no bid,2,0
3425,1141,1098,0,win,1,10
3426,1142,1098,1,bid,1,10
3427,1142,1098,1,no bid,2,0
3428,1142,1098,1,win,1,10
3429,1143,1098,2,bid,1,10
3430,1143,1098,2,no bid,2,0
3431,1143,1098,2,win,1,10
3432,1144,1099,0,bid,1,10
3433,1144,1099,0,no bid,2,0
3434,1144,1099,0,win,1,10
3435,1145,1099,1,bid,1,10
3436,1145,1099,1,no bid,2,0
3437,1145,1099,1,win,1,10
3438,1146,1099,2,bid,1,10
3439,1146,1099,2,no bid,2,0
3440,1146,1099,2,win,1,10
3441,1147,1100,0,bid,1,10
3442,1147,1100,0,no bid,2,0
3443,1147,1100,0,win,1,10
3444,1148,1100,1,bid,1,10
3445,1148,1100,1,no bid,2,0
3446,1148,1100,1,win,1,10
3447,1149,1100,2,bid,1,10
3448,1149,1100,2,no bid,2,0
3449,1149,1100,2,win,1,10
3450,1150,1101,0,bid,1,10
3451,1150,1101,0,no bid,2,0
3452,1150,1101,0,win,1,10
3453,1151,1101,1,bid,1,10
3454,1151,1101,1,no bid,2,0
3455,1151,1101,1,win,1,10
3456,1152,1101,2,bid,1,10
3457,1152,1101,2,no bid,2,0
3458,1152,1101,2,win,1,10
3459,1153,1102,0,bid,1,10
3460,1153,1102,0,no bid,2,0
3461,1153,1102,0,win,1,10
3462,1154,1102,1,bid,1,10
3463,1154,1102,1,no bid,2,0
3464,1154,1102,1,win,1,10
3465,1155,1102,2,bid,1,10
3466,1155,1102,2,no bid,2,0
3467,1155,1102,2,win,1,10
3468,1156,1103,0,bid,1,10
3469,1156,1103,0,no bid,2,0
3470,1156,1103,0,win,1,10
3471,1157,1103,1,bid,1,10
3472,1157,1103,1,no bid,2,0
3473,1157,1103,1,win,1,10
3474,1158,1103,2,bid,1,10
3475,1158,1103,2,no bid,2,0
3476,1158,1103,2,win,1,10
3477,1159,1104,0,bid,1,10
3478,1159,1104,0,no bid,2,0
3479,1159,1104,0,win,1,10
3480,1160,1104,1,bid,1,10
3481,1160,1104,1,no bid,2,0
3482,1160,1104,1,win,1,10
3483,1161,1104,2,bid,1,10
3484,1161,1104,2,no bid,2,0
3485,1161,1104,2,win,1,10
3486,1162,1105,0,bid,1,10
3487,1162,1105,0,no bid,2,0
3488,1162,1105,0,win,1,10
3489,1163,1105,1,bid,1,10
3490,1163,1105,1,no bid,2,0
3491,1163,1105,1,win,1,10
3492,1164,1105,2,bid,1,10
3493,1164,1105,2,no bid,2,0
3494,1164,1105,2,win,1,10
3495,1165,1106,0,bid,1,10
3496,1165,1106,0,no bid,2,0
3497,1165,1106,0,win,1,10
3498,1166,1106,1,bid,1,10
3499,1166,1106,1,no bid,2,0
3500,1166,1106,1,win,1,10
3501,1167,1106,2,bid,1,10
3502,1167,1106,2,no bid,2,0
3503,1167,1106,2,win,1,10
3504,1168,1107,0,bid,1,10
3505,1168,1107,0,no bid,2,0
3506,1168,1107,0,win,1,10
3507,1169,1107,1,bid,1,10
3508,1169,1107,1,no bid,2,0
3509,1169,1107,1,win,1,10
3510,1170,1107,2,bid,1,10
3511,1170,1107,2,no bid,2,0
3512,1170,1107,2,win,1,10
3513,1171,1108,0,bid,1,10
3514,1171,1108,0,no bid,2,0
3515,1171,1108,0,win,1,10
3516,1172,1108,1,bid,1,10
3517,1172,1108,1,no bid,2,0
3518,1172,1108,1,win,1,10
3519,1173,1108,2,bid,1,10
